0.0 1.0 1.0
0.04868913857677903 1.0 0.95
0.15355805243445692 1.0 0.9
0.27715355805243447 1.0 0.85
0.45318352059925093 1.0 0.8
0.5973782771535581 0.996875 0.75
0.702247191011236 0.9946949602122016 0.7
0.8052434456928839 0.9817351598173516 0.65
0.8745318352059925 0.9668737060041408 0.6
0.9101123595505618 0.9529411764705882 0.55
0.9307116104868914 0.925512104283054 0.5
0.949438202247191 0.8756476683937824 0.45
0.9606741573033708 0.8142857142857143 0.4
0.9644194756554307 0.750728862973761 0.35
0.9700374531835206 0.6718547341115434 0.3
0.9737827715355806 0.5842696629213483 0.25
0.9794007490636704 0.49667616334283 0.2
0.9831460674157303 0.40415704387990764 0.15
0.9850187265917603 0.3072429906542056 0.1
0.9887640449438202 0.23026602703881377 0.05
1.0 0.0 0.0
