0.0 1.0 1.0
0.035580524344569285 1.0 0.95
0.1348314606741573 1.0 0.9
0.2247191011235955 1.0 0.85
0.41198501872659177 1.0 0.8
0.6048689138576779 0.9938461538461538 0.75
0.700374531835206 0.9920424403183024 0.7
0.7940074906367042 0.9814814814814815 0.65
0.8670411985018727 0.9686192468619247 0.6
0.9082397003745318 0.9566074950690335 0.55
0.9269662921348315 0.9235074626865671 0.5
0.9438202247191011 0.8689655172413793 0.45
0.9550561797752809 0.819935691318328 0.4
0.9625468164794008 0.744927536231884 0.35
0.9681647940074907 0.6662371134020618 0.3
0.9737827715355806 0.5777777777777777 0.25
0.9775280898876404 0.49245283018867925 0.2
0.9812734082397003 0.3875739644970414 0.15
0.9831460674157303 0.29199110122358174 0.1
0.9868913857677902 0.21894474449522228 0.05
1.0 0.0 0.0
